conllu_index,correct,incorrect
44890,Zwierzęta parzystokopytne miały zawsze bardzo duże znaczenie dla człowieka jako zwierzyna łowna.,Zwierzęta parzystokopytne miały zawsze bardzo duże znaczenie dla człowieka jako zwierzyna łowna.
44903,"To nie mogła więc, siłą rzeczy, być pomyłka dawnego urzędnika piszącego na komputerze - O i I sąsiadują na klawiaturze. :)","To nie mogła więc, siłą rzeczy, być pomyłka dawnego urzędnika piszącego na komputerze - O i I sąsiadują na klawiaturze. :)"
44914,"Ciąża trwa około 7 miesięcy, z reguły rodzi się jedno młode.","Ciąża trwa około 7 miesięcy, z reguły rodzi się jedno młode."
44920,"W artykule nie ma ani słowa o Blogspocie, przez wielu uznawanym za najlepszy serwis blogowy... www.blogspot.com --","W artykule nie ma ani słowa o Blogspocie, przez wielu uznawanym za najlepszy serwis blogowy... www.blogspot.com --"
44923,"Według mnie różnica jest taka jak pisanie o komputerze, a pisanie o zestawie komputerowym firmy X.","Według mnie różnica jest taka jak pisanie o komputerze, a pisanie o zestawie komputerowym firmy X."
44929,Na diagramie Hertzsprunga-Russella olbrzymy znajdują się ponad ciągiem głównym.,Na diagramie Hertzsprunga-Russella olbrzymy znajdują się ponad ciągiem głównym.
44941,Około dwóch godzin jazdy samochodem od miasta znajduje się Park Narodowy Gór Skalistych.,Około dwóch godzin jazdy samochodem od miasta znajduje się Park Narodowy Gór Skalistych.
44955,Inhibitory MAO mogą niebezpiecznie wzmacniać działanie pochodnych tryptaminy oraz fenyloetyloaminy.,Inhibitory MAO mogą niebezpiecznie wzmacniać działanie pochodnych tryptaminy oraz fenyloetyloaminy.
44960,"W wyniku konfliktu między właścicielem marki Mambo a znaczną grupą twórców, z Mambo wydzielił się projekt Joomla!.","W wyniku konfliktu między właścicielem marki Mambo a znaczną grupą twórców, z Mambo wydzielił się projekt Joomla!."
44991,"Na mocy postanowień II pokoju toruńskiego (1466), zakon oddał Polsce Pomorze, ziemię chełmińską i Warmię, został lennikiem Polski i przeniósł stolicę państwa z Malborka do Królewca.","Na mocy postanowień II pokoju toruńskiego (1466), zakon oddał Polsce Pomorze, ziemię chełmińską i Warmię, został lennikiem Polski i przeniósł stolicę państwa z Malborka do Królewca."
44995,"Herb województwa wielkopolskiego, zgodnie z uchwałą Sejmiku Województwa Wielkopolskiego, stanowi w polu czerwonym orzeł srebrny, z przepaską złotą na skrzydłach, złotym dziobem zwróconym w prawo, złotymi nogami i złotą przewiązką na ogonie, w polu czerwonym umieszczony na planie trójkątnej gotyckiej tarczy herbowej.","Herb województwa wielkopolskiego, zgodnie z uchwałą Sejmiku Województwa Wielkopolskiego, stanowi w polu czerwonym orzeł srebrny, z przepaską złotą na skrzydłach, złotym dziobem zwróconym w prawo, złotymi nogami i złotą przewiązką na ogonie, w polu czerwonym umieszczony na planie trójkątnej gotyckiej tarczy herbowej."
45012,"Na przełomie okresu zimowego i letniego (czyli marzec i kwiecień) występuje tzw. zasilanie roztopowe, natomiast w porze letniej zasilanie deszczowe, co wpływa korzystnie na roślinność.","Na przełomie okresu zimowego i letniego (czyli marzec i kwiecień) występuje tzw. zasilanie roztopowe, natomiast w porze letniej zasilanie deszczowe, co wpływa korzystnie na roślinność."
45013,Regulacja rzeki chroni zbocza przed niszczeniem w czasie dużych opadów.,Regulacja rzeki chroni zbocza przed niszczeniem w czasie dużych opadów.
45017,"Badanie tych korelacji ma swoje korzenie już w ostatniej dekadzie XIX wieku, gdy zauważono zależność pomiędzy subiektywną religijnością a atakami epileptycznymi.","Badanie tych korelacji ma swoje korzenie już w ostatniej dekadzie XIX wieku, gdy zauważono zależność pomiędzy subiektywną religijnością a atakami epileptycznymi."
45025,W Polsce inż. Jacek Karpiński przy konstruowaniu komputera K-202 w latach 1970–1973 innowacyjnie rozwiązał problem adresowania większej ilości pamięci poprzez stronicowanie.,W Polsce inż. Jacek Karpiński przy konstruowaniu komputera K-202 w latach 1970–1973 innowacyjnie rozwiązał problem adresowania większej ilości pamięci poprzez stronicowanie.
45026,Inne porównywalne ówczesne komputery 16-bitowe dostępne na świecie mogły zaadresować jedynie 64 kilobajty (były to Super-Nova i Modular One).,Inne porównywalne ówczesne komputery 16-bitowe dostępne na świecie mogły zaadresować jedynie 64 kilobajty (były to Super-Nova i Modular One).
45027,Dzięki owemu mechanizmowi komputer K-202 adresował do 8 megabajtów pamięci operacyjnej.,Dzięki owemu mechanizmowi komputer K-202 adresował do 8 megabajtów pamięci operacyjnej.
45029,Pierwsza wzmianka o osadzie pochodzi z XIX wieku.,Pierwsza wzmianka o osadzie pochodzi z XIX wieku.
45036,"Akcja mitu toczy się w przeszłości całkowicie już oderwanej od związków z teraźniejszością, zupełnie odległej i odciętej od współczesności.","Akcja mitu toczy się w przeszłości całkowicie już oderwanej od związków z teraźniejszością, zupełnie odległej i odciętej od współczesności."
45040,Znajduje się tutaj kilka gospodarstw rolnych i domów mieszkalnych.,Znajduje się tutaj kilka gospodarstw rolnych i domów mieszkalnych.
45051,"Od czasu jego otwarcia w 2005 roku, budynek Q1 Tower stał się popularny zarówno wśród turystów jak i miejscowych.","Od czasu jego otwarcia w 2005 roku, budynek Q1 Tower stał się popularny zarówno wśród turystów jak i miejscowych."
45053,Budynek ma 275 m wysokości (z iglicą 323 m) i jest najwyższym budynkiem mieszkalnym świata.,Budynek ma 275 m wysokości (z iglicą 323 m) i jest najwyższym budynkiem mieszkalnym świata.
45060,Nie umieszcza się tekstu w pliku grafiki.,Nie umieszcza się tekstu w pliku grafiki.
45074,Nazewnictwo anatomiczne w przeciwieństwie do nazewnictwa histologicznego określa struktury makroskopowe.,Nazewnictwo anatomiczne w przeciwieństwie do nazewnictwa histologicznego określa struktury makroskopowe.
45076,Określanie położenia struktur następuje w oparciu o pozycję anatomiczną.,Określanie położenia struktur następuje w oparciu o pozycję anatomiczną.
45082,W latach 1975-1998 miejscowość administracyjnie należała do województwa słupskiego.,W latach 1975-1998 miejscowość administracyjnie należała do województwa słupskiego.
45084,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.
45086,W latach 1975-1998 miejscowość należała administracyjnie do województwa bydgoskiego.,W latach 1975-1998 miejscowość należała administracyjnie do województwa bydgoskiego.
45088,W latach 1975-1998 miejscowość należała administracyjnie do województwa łomżyńskiego.,W latach 1975-1998 miejscowość należała administracyjnie do województwa łomżyńskiego.
45094,Tak robią wandale na wikipedii.,Tak robią wandale na wikipedii.
45119,"Pierwowzorami postaci mieli być przyjaciele Prousta: Bertrand de Fénelon, markiz Albufer i książę de Polignac.","Pierwowzorami postaci mieli być przyjaciele Prousta: Bertrand de Fénelon, markiz Albufer i książę de Polignac."
45127,Instalator pozwala też łatwo dokonywać zmian w tablicy partycji.,Instalator pozwala też łatwo dokonywać zmian w tablicy partycji.
45133,"Komiks opowiada o Claudii Cristiani, prezenterce telewizyjnej, której popęd seksualny kontrolowany jest przez urządzenie zwane ""Klik"".","Komiks opowiada o Claudii Cristiani, prezenterce telewizyjnej, której popęd seksualny kontrolowany jest przez urządzenie zwane ""Klik""."
45148,Antena powinna być skierowana na południowy wschód.,Antena powinna być skierowana na południowy wschód.
45189,"Historyczny Park Stanowy Fort Churchill, znajduje się na terenie hrabstwa Lyon w stanie Nevada.","Historyczny Park Stanowy Fort Churchill, znajduje się na terenie hrabstwa Lyon w stanie Nevada."
45192,Dwa razy w roku entuzjaści amerykańskiej wojny domowej organizują w nim obozy.,Dwa razy w roku entuzjaści amerykańskiej wojny domowej organizują w nim obozy.
45194,"Zamieścił Pan interesujące zdjęcia polskich pociągów pancernych, pochodzących z czsaopisma ""Kolejowe Przysposobienie Wojskowe"".","Zamieścił Pan interesujące zdjęcia polskich pociągów pancernych, pochodzących z czsaopisma ""Kolejowe Przysposobienie Wojskowe""."
45195,Interesuje mnie skan całego artykułu.,Interesuje mnie skan całego artykułu.
45197,"Zdjecie prezentuje początkowy wygląd polskiego pociągu pancernego o nazwie ""Gromobój"".","Zdjecie prezentuje początkowy wygląd polskiego pociągu pancernego o nazwie ""Gromobój""."
45202,Jezioro znajduje się na północ od Lipusza.,Jezioro znajduje się na północ od Lipusza.
45208,W latach 1975-1998 miejscowość należała administracyjnie do województwa słupskiego.,W latach 1975-1998 miejscowość należała administracyjnie do województwa słupskiego.
45213,"Zgodnie z kaszubską etymologią ludową nazwa Gochy pochodzi od słówka doch (kaszb. przecież), którego tamtejsza ludność miała rzekomo przesadnie nadużywać.","Zgodnie z kaszubską etymologią ludową nazwa Gochy pochodzi od słówka doch (kaszb. przecież), którego tamtejsza ludność miała rzekomo przesadnie nadużywać."
45235,W swym dolnym odcinku obszar zlewni potoku wchodzi w skład ustanowionego tam obszaru stanowiącego część polskich obszarów Natura 2000.,W swym dolnym odcinku obszar zlewni potoku wchodzi w skład ustanowionego tam obszaru stanowiącego część polskich obszarów Natura 2000.
45250,Należą do nich w ścisłym znaczeniu: augustianie.,Należą do nich w ścisłym znaczeniu: augustianie.
45253,"Straciłem serce do artykułu o Gnieźnie, moim zdaniem ostatnie zmiany idą w złym kierunku, dlatego też nie będę przez dłuższy czas tam zaglądał.","Stracił em serce do artykułu o Gnieźnie, moim zdaniem ostatnie zmiany idą w złym kierunku, dlatego też nie będę przez dłuższy czas tam zaglądał."
45258,"Ok, nie ma sprawy, zacznę od tych wrześniowych.","Ok, nie ma sprawy, zacznę od tych wrześniowych."
45265,W latach 1975-1998 miejscowość administracyjnie należała do województwa ciechanowskiego.,W latach 1975-1998 miejscowość administracyjnie należała do województwa ciechanowskiego.
45267,Drużyna ma swoją siedzibę w Brandon w Kanadzie.,Drużyna ma swoją siedzibę w Brandon w Kanadzie.
45278,"Droga przebiega przez powiat bartoszycki, gminę Bisztynek oraz powiat kętrzyński, gminy: Reszel, Kętrzyn i miasto Kętrzyn.","Droga przebiega przez powiat bartoszycki, gminę Bisztynek oraz powiat kętrzyński, gminy: Reszel, Kętrzyn i miasto Kętrzyn."
45292,Miejscowość wchodzi w skład sołectwa Glinnik.,Miejscowość wchodzi w skład sołectwa Glinnik.
45294,Miejscowość wchodzi w skład sołectwa Dąbrówka Strumiany.,Miejscowość wchodzi w skład sołectwa Dąbrówka Strumiany.
45302,"Ogólna powierzchnia jeziora wynosi 18,2 ha.","Ogólna powierzchnia jeziora wynosi 18,2 ha."
45308,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.
45310,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.,W latach 1975-1998 miejscowość administracyjnie należała do województwa gorzowskiego.
45316,W latach 1975-1998 miejscowość należała administracyjnie do województwa ciechanowskiego.,W latach 1975-1998 miejscowość należała administracyjnie do województwa ciechanowskiego.
45318,W latach 1975-1998 miejscowość należała administracyjnie do województwa ciechanowskiego.,W latach 1975-1998 miejscowość należała administracyjnie do województwa ciechanowskiego.
45323,"Nazwa uczelni pochodzi od firmy Irvine Company, która w 1959 roku przekazała Uniwersytetowi Kalifornijskiemu 1000 akrów (4 km²) ziemi za symboliczną cenę jednego dolara oraz sprzedała dodatkowe 500 akrów (2 km²).","Nazwa uczelni pochodzi od firmy Irvine Company, która w 1959 roku przekazała Uniwersytetowi Kalifornijskiemu 1000 akrów (4 km²) ziemi za symboliczną cenę jednego dolara oraz sprzedała dodatkowe 500 akrów (2 km²)."
45330,Twój wkład i tak pozostanie w jego historii (kliknij zakładkę historia i autorzy).,Twój wkład i tak pozostanie w jego historii (kliknij zakładkę historia i autorzy).
45334,"W masywie Ostrej znajduje się Kompleks Rzeczka nazywany Podziemne Fabryki ""Walim"".","W masywie Ostrej znajduje się Kompleks Rzeczka nazywany Podziemne Fabryki ""Walim""."
45344,W jej trakcie zginął m.in. ppłk Maciej Kalenkiewicz.,W jej trakcie zginął m.in. ppłk Maciej Kalenkiewicz.
45360,"Do USA trafiła inna wersja teledysku niż reszty świata, ponieważ w USA singlem był remiks tej piosenki w aranżacji Darkchilda.","Do USA trafiła inna wersja teledysku niż reszty świata, ponieważ w USA singlem był remiks tej piosenki w aranżacji Darkchilda."
45363,Działa artylerii towarzyszącej zajmują przeważnie odkryte stanowiska ogniowe i zwalczają cele ogniem na wprost.,Działa artylerii towarzyszącej zajmują przeważnie odkryte stanowiska ogniowe i zwalczają cele ogniem na wprost.
45366,"Okres godowy saren syberyjskich przypada zwykle na drugą połowę lata, na przełomie sierpnia-września, ale może przesunąć się na późniejszy okres.","Okres godowy saren syberyjskich przypada zwykle na drugą połowę lata, na przełomie sierpnia-września, ale może przesunąć się na późniejszy okres."
45367,Młode w liczbie od 1 do 3 rodzą się zawsze późną wiosną.,Młode w liczbie od 1 do 3 rodzą się zawsze późną wiosną.
45374,"Etap II polegał na przebudowie skrzyżowania ulic Wilczej, Komuny Paryskiej i Przyjaciół Żołnierza.","Etap II polegał na przebudowie skrzyżowania ulic Wilczej, Komuny Paryskiej i Przyjaciół Żołnierza."
45375,"Mieszkańcy okolicznych osiedli domagali się budowy w tym miejscu ronda, ostatecznie zdecydowano się jednak na budowę skrzyżowania.","Mieszkańcy okolicznych osiedli domagali się budowy w tym miejscu ronda, ostatecznie zdecydowano się jednak na budowę skrzyżowania."
45377,Stacja Nędza wielokrotnie zmieniała swoją nazwę.,Stacja Nędza wielokrotnie zmieniała swoją nazwę.
45379,Kiedyś istniała tutaj wieża wodna.,Kiedyś istniała tutaj wieża wodna.
45385,"W Berlinie zaś, jak poinformowałby głowę Fabiena telewizor, gdyby był włączony, Bardzo Tajne Służby przejęły od Tajnych Służb poszukiwania zaginionej kwadrygi, a w razie niepowodzenia do tej roboty sposobiły się już Najbardziej Tajne Służby.","W Berlinie zaś, jak poinformował by głowę Fabiena telewizor, gdyby był włączony, Bardzo Tajne Służby przejęły od Tajnych Służb poszukiwania zaginionej kwadrygi, a w razie niepowodzenia do tej roboty sposobiły się już Najbardziej Tajne Służby."
45399,"W organizacji o tradycyjnej strukturze, ale również w organizacji projektowej, komunikacja odbywa się zwykle poprzez poszczególne szczeble w hierarchii.","W organizacji o tradycyjnej strukturze, ale również w organizacji projektowej, komunikacja odbywa się zwykle poprzez poszczególne szczeble w hierarchii."
45404,Gość mnie chyba nie lubi”. – pomyślał były stylista z mimowolnym drżeniem.,Gość mnie chyba nie lubi”. – pomyślał były stylista z mimowolnym drżeniem.
45408,"Opublikowany fragment audio dotyczy spekulacji na złotówce, interwencjonizmu w Unii Europejskiej oraz sytuacji stoczni w Szczecinie i w Gdyni.","Opublikowany fragment audio dotyczy spekulacji na złotówce, interwencjonizmu w Unii Europejskiej oraz sytuacji stoczni w Szczecinie i w Gdyni."
45412,"Pani doktor patolog nigdy nie robiła tego, czego się po niej spodziewano, dlatego nie zerwała się z wrzaskiem, piskiem i przekleństwami, lecz odrobinę ściągnęła łopatki, opanowała drżenie rozgrzanego ciała, poddanego nagłemu wyziębieniu i bez pośpiechu odwróciła się w stronę dowcipnisia.","Pani doktor patolog nigdy nie robiła tego, czego się po niej spodziewano, dlatego nie zerwała się z wrzaskiem, piskiem i przekleństwami, lecz odrobinę ściągnęła łopatki, opanowała drżenie rozgrzanego ciała, poddanego nagłemu wyziębieniu i bez pośpiechu odwróciła się w stronę dowcipnisia."
45429,Wszystkie te telewizje gówno warte myśmy się o tym przekonali!!!!!!!,Wszystkie te telewizje gówno warte my śmy się o tym przekonali!!!!!!!
45441,"Omawiana powinność ma charakter powszechny w tym sensie, że dotyczy wszystkich pracodawców bez względu na liczbę zatrudnionego personelu, rodzaju przyjętego systemu wynagradzania czy też sektora własności lub formy organizacyjnej przedsiębiorstwa.","Omawiana powinność ma charakter powszechny w tym sensie, że dotyczy wszystkich pracodawców bez względu na liczbę zatrudnionego personelu, rodzaju przyjętego systemu wynagradzania czy też sektora własności lub formy organizacyjnej przedsiębiorstwa."
45459,Dwadzieścia lat po wyborach do sejmu kontraktowego w tyskiej fabryce Fiata reaktywowana będzie działalność podziemna - informuje portal redakcja.pl.,Dwadzieścia lat po wyborach do sejmu kontraktowego w tyskiej fabryce Fiata reaktywowana będzie działalność podziemna - informuje portal redakcja.pl.
45461,"Wkrótce w Tychach pojawić się ma również nieocenzurowana ""bibuła"".","Wkrótce w Tychach pojawić się ma również nieocenzurowana ""bibuła""."
45484,Natomiast Komisja Trójstronna spotkała się na posiedzeniu siódmego września.,Natomiast Komisja Trójstronna spotkała się na posiedzeniu siódmego września.
45486,Dialog właściwie nie istnieje!,Dialog właściwie nie istnieje!
45487,Obecnie tzw. afera hazardowa przykryła wszystko.,Obecnie tzw. afera hazardowa przykryła wszystko.
45488,Dochodzą niepokojące sygnały dotyczące prywatyzacji stoczni.,Dochodzą niepokojące sygnały dotyczące prywatyzacji stoczni.
45490,"Padają Zakłady Cegielskiego w Poznaniu, a dialog przenosi się na ulice.","Padają Zakłady Cegielskiego w Poznaniu, a dialog przenosi się na ulice."
45497,"Czyżby jakieś złe moce zawisły nie tylko nad publicznymi mediami, ale również nad Warszawiakami?","Czyżby jakieś złe moce zawisły nie tylko nad publicznymi mediami, ale również nad Warszawiakami?"
45499,Nietypowa kapliczka stoi od kilku dni na ulicy Filtrowej.,Nietypowa kapliczka stoi od kilku dni na ulicy Filtrowej.
45500,Zamiast figurki Matki Boskiej stoi w niej telewizor.,Zamiast figurki Matki Boskiej stoi w niej telewizor.
45514,Może teraz związkowcy z JSW z niego skorzystają?,Może teraz związkowcy z JSW z niego skorzystają?
45518,"W związku tym, że ogromna ilość ludzi decyduje się na odwiedziny poszczególnych cmentarzy, wzrasta natężenie ruchu drogowego, a wraz z tym rośnie możliwość kolizji, czy groźnych wypadków samochodowych.","W związku tym, że ogromna ilość ludzi decyduje się na odwiedziny poszczególnych cmentarzy, wzrasta natężenie ruchu drogowego, a wraz z tym rośnie możliwość kolizji, czy groźnych wypadków samochodowych."
45529,Produkcja idzie 7 dni w tygodniu.,Produkcja idzie 7 dni w tygodniu.
45533,"Nie zarzyna się kury,która znosi złote jajka.","Nie zarzyna się kury,która znosi złote jajka."
45541,Czy ekolodzy wyraziliby zgodę na przyspieszanie taśmy w nocy z niedzieli na poniedziałek w maju 2009roku?,Czy ekolodzy wyrazili by zgodę na przyspieszanie taśmy w nocy z niedzieli na poniedziałek w maju 2009roku?
45544,"Prof. Bugaj zwraca uwagę, że dobro firmy powinno polegać na współdziałaniu pracodawcy i pracobiorców, że pokój społeczny daje szanse na lepszą atmosferę funkcjonowania i wydajniejszą pracę, a te z kolei na większe zyski zakładu, koncernu.","Prof. Bugaj zwraca uwagę, że dobro firmy powinno polegać na współdziałaniu pracodawcy i pracobiorców, że pokój społeczny daje szanse na lepszą atmosferę funkcjonowania i wydajniejszą pracę, a te z kolei na większe zyski zakładu, koncernu."
45549,2. Ilu pracowników etatowych jest w każdym ze związków zawodowych?,2. Ilu pracowników etatowych jest w każdym ze związków zawodowych?
45562,Anioł zadowolony śmieje się z diabła.,Anioł zadowolony śmieje się z diabła.
45580,Czas trwania strajku wlicza się do okresu zatrudnienia w zakładzie pracy.,Czas trwania strajku wlicza się do okresu zatrudnienia w zakładzie pracy.
45582,"Inne akcje protestacyjne mogą być podejmowane i prowadzone: wyłącznie w sprawach dotyczących warunków pracy i płacy, świadczeń socjalnych oraz praw i wolności związkowych pracowników, po wyczerpaniu trybu rokowań, w sposób nie zagrażający życiu i zdrowiu, zgodnie z obowiązującym prawem.","Inne akcje protestacyjne mogą być podejmowane i prowadzone: wyłącznie w sprawach dotyczących warunków pracy i płacy, świadczeń socjalnych oraz praw i wolności związkowych pracowników, po wyczerpaniu trybu rokowań, w sposób nie zagrażający życiu i zdrowiu, zgodnie z obowiązującym prawem."
45590,I akurat tutaj sądy rodzinne powinny pilnie sytuacji dziecka i jego przyszłości się przyjrzeć.,I akurat tutaj sądy rodzinne powinny pilnie sytuacji dziecka i jego przyszłości się przyjrzeć.
45594,Człowiek mógł babę zignorować.,Człowiek mógł babę zignorować.
45598,"Lekarz dokonuje amputacji w koniecznych przypadkach ratowania życia pacjenta, a decydują o tym zasady sztuki medycznej.","Lekarz dokonuje amputacji w koniecznych przypadkach ratowania życia pacjenta, a decydują o tym zasady sztuki medycznej."
45601,"Tak rozpoczęty tekst oznacza, że autor nie ma na jego temat żadnych przemyśleń i na pewno nic ciekawego Panu nie opowie.","Tak rozpoczęty tekst oznacza, że autor nie ma na jego temat żadnych przemyśleń i na pewno nic ciekawego Panu nie opowie."
45607,"Żeby opłacić dziennikarza, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.","Żeby opłacić dziennikarza, przeciętne warszawskie osiedle musiało by się złożyć po 10 groszy."
45619,Odpowiedź naszych mediów powinna to wykorzystać i uderzyć w ten czuły punkt.,Odpowiedź naszych mediów powinna to wykorzystać i uderzyć w ten czuły punkt.
45622,"Poza tym tu już dziecko się urodziło, więc te lamenty lewicy oraz roszczenia odszkodowawcze matki to atak na żywe dziecko.","Poza tym tu już dziecko się urodziło, więc te lamenty lewicy oraz roszczenia odszkodowawcze matki to atak na żywe dziecko."
45628,Sąd opiekuńczy powinien się temu przyjrzeć.,Sąd opiekuńczy powinien się temu przyjrzeć.
45640,Sam Pan pisze że dokumentacja na temat tamtego okresu nie jest dostępna powszechnie........,Sam Pan pisze że dokumentacja na temat tamtego okresu nie jest dostępna powszechnie........
45643,"Różne ośrodki ideologiczne proponują aby to ich wersja zyskała status patriotyzmu oficjalnego, co skutkuje gorącymi sporami i polemikami wokół tego tematu.","Różne ośrodki ideologiczne proponują aby to ich wersja zyskała status patriotyzmu oficjalnego, co skutkuje gorącymi sporami i polemikami wokół tego tematu."
45645,1. pisze Pan o debacie o rzekomej wyższości nauk technicznych nad humanistycznymi.,1. pisze Pan o debacie o rzekomej wyższości nauk technicznych nad humanistycznymi.
45672,"Czy wciąż są jacyś Czytelnicy mojego bloga, którzy się lękają mętnego i niekonkretnego A/H1N1, zamiast skupić się na ryzyku prawdopodobnym, na sile złowrogiego Z/SI444SKAK33883AQASA?","Czy wciąż są jacyś Czytelnicy mojego bloga, którzy się lękają mętnego i niekonkretnego A/H1N1, zamiast skupić się na ryzyku prawdopodobnym, na sile złowrogiego Z/SI444SKAK33883AQASA?"
45674,"Arcybiskup Józef Michalik, ordynariusz przemyski i przewodniczący Konferencji Episkopatu Polski, w wywiadzie udzielonym Bogumiłowi Łozińskiemu wypowiedział mnóstwo zdań niepoważnych, a przy tym nieuczciwych, przemilczając tym samym faktyczną kondycję polskiego katolicyzmu.","Arcybiskup Józef Michalik, ordynariusz przemyski i przewodniczący Konferencji Episkopatu Polski, w wywiadzie udzielonym Bogumiłowi Łozińskiemu wypowiedział mnóstwo zdań niepoważnych, a przy tym nieuczciwych, przemilczając tym samym faktyczną kondycję polskiego katolicyzmu."
45688,"Tuż po pogrzebie, przy pokrytym wieńcami grobie, przy którym krząta się jeszcze grabarz, stoi starsza zasmucona pani.","Tuż po pogrzebie, przy pokrytym wieńcami grobie, przy którym krząta się jeszcze grabarz, stoi starsza zasmucona pani."
45692,"Tymczasem Pan po prostu źle sobie ponazywał pewne sprawy w związku z tekstem obok, źle go skorelował z innymi moimi tekstami, nie dostrzegł pewnych stałych moich przemyśleń, zwrotów, pewnej utartej problematyki, którą zwykłem poruszać.","Tymczasem Pan po prostu źle sobie ponazywał pewne sprawy w związku z tekstem obok, źle go skorelował z innymi moimi tekstami, nie dostrzegł pewnych stałych moich przemyśleń, zwrotów, pewnej utartej problematyki, którą zwykł em poruszać."
45693,"Nie widzi Pan kontaminacji z innymi moimi wypowiedziami, określonej konsekwencji charakteruzującej moje pisanie, pewnej mojej differentia specifica.","Nie widzi Pan kontaminacji z innymi moimi wypowiedziami, określonej konsekwencji charakteruzującej moje pisanie, pewnej mojej differentia specifica."
45704,Że nie ma antagonizmów.,Że nie ma antagonizmów.
45724,"I takich ludzi, mam wrażenie, jest coraz więcej.","I takich ludzi, mam wrażenie, jest coraz więcej."
45733,Bo nie ma takiego miasta jak Wrocław.,Bo nie ma takiego miasta jak Wrocław.
45751,"Ludzie przecież lubią terror i totalitaryzm, nie?","Ludzie przecież lubią terror i totalitaryzm, nie?"
45753,"Dziś nastąpiła rehabilitacja tamtej decyzji i cieszmy się z niej, bo nie wiadomo, kiedy może się takie wydarzenie, powtórzyć.","Dziś nastąpiła rehabilitacja tamtej decyzji i cieszmy się z niej, bo nie wiadomo, kiedy może się takie wydarzenie, powtórzyć."
45762,"Swoim stwierdzeniem - ""jeśli są Rządy w Europie, które wspierają swój przemysł motoryzacyjny czy banki, to my musimy mieć prawo do ratowania Polskich Stoczni"" - pan Bielan bardzo się spóźnił.","Swoim stwierdzeniem - ""jeśli są Rządy w Europie, które wspierają swój przemysł motoryzacyjny czy banki, to my musimy mieć prawo do ratowania Polskich Stoczni"" - pan Bielan bardzo się spóźnił."
45764,"Widocznie pan Bielan zapomniał, że Prawo i Sprawiedliwość miało swoją szansę zawalczyć o Stocznie gdy było u władzy.","Widocznie pan Bielan zapomniał, że Prawo i Sprawiedliwość miało swoją szansę zawalczyć o Stocznie gdy było u władzy."
45771,"Póki co, pacjent ledwo się trzyma, a chirurg jak nie umie, tak nie umie.","Póki co, pacjent ledwo się trzyma, a chirurg jak nie umie, tak nie umie."
45784,"Ten obraz szybko się poprawi - jeśli historia przestanie nas wreszcie tarmosić, jeśli ze dwa, trzy pokolenia Polaków pożyją wreszcie w jakim takim pokoju, wolności, dobrobycie wreszcie.","Ten obraz szybko się poprawi - jeśli historia przestanie nas wreszcie tarmosić, jeśli ze dwa, trzy pokolenia Polaków pożyją wreszcie w jakim takim pokoju, wolności, dobrobycie wreszcie."
45794,"1. Gdyby były kary rozległ by się krzyk, że wracamy do komuny.","1. Gdyby były kary rozległ by się krzyk, że wracamy do komuny."
45804,"Kryminalni ustalili, że 5-letnia dziewczynka, która mieszka z mamą na Mokotowie, ostatni raz była widziana w Centrum, w mieszkaniu swojego ojca, który jest obywatelem Palestyny.","Kryminalni ustalili, że 5-letnia dziewczynka, która mieszka z mamą na Mokotowie, ostatni raz była widziana w Centrum, w mieszkaniu swojego ojca, który jest obywatelem Palestyny."
45810,"Następnie przyjdzie czas na gimnazjalistów, którzy będą startowali w biegach na 800 i 1000 metrów.","Następnie przyjdzie czas na gimnazjalistów, którzy będą startowali w biegach na 800 i 1000 metrów."
45814,"Mężczyzna wrócił do pracy, ale kiedy poczuł się gorzej, zdecydował się na wizytę u lekarza, a potem na policji.","Mężczyzna wrócił do pracy, ale kiedy poczuł się gorzej, zdecydował się na wizytę u lekarza, a potem na policji."
45815,"Doprowadzony do komendy 28-latek ostatecznie przyznał się do pobicia, choć początkowo twierdził, że nie uderzył współpracownika.","Doprowadzony do komendy 28-latek ostatecznie przyznał się do pobicia, choć początkowo twierdził, że nie uderzył współpracownika."
45822,"Niestety, wbrew pozorom inflacja nie pomaga bezpośrednio giełdom.","Niestety, wbrew pozorom inflacja nie pomaga bezpośrednio giełdom."
45834,Wiadomość ta pochodzi z samego źródła.,Wiadomość ta pochodzi z samego źródła.
45840,"Pracownicy tej firmy obrażają się na dźwięk nazwy ""domokrążca"".","Pracownicy tej firmy obrażają się na dźwięk nazwy ""domokrążca""."
45848,Podoba mi się Pańskie podejście do sprawy,Podoba mi się Pańskie podejście do sprawy
45850,"Większość opinii, zwłąszcza ""poprawnych politycznie"", potępia RM w czambuł.","Większość opinii, zwłąszcza ""poprawnych politycznie"", potępia RM w czambuł."
